image_path,raw_label,clean_label,class_name,usable_for_training,split,quality_pass,class_index
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8b533f94ac1a.jpg,Leponex 100 mg,leponex mg,leponex mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\276a7ad846ef.jpg,Leqvio,leqvio,leqvio,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\b30d572722ac.jpg,Letrox,letrox,letrox,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2b49cac6cc9e.png,Levocetirizine,levocetirizine,levocetirizine,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\04d43f3d75cd.jpg,Levopront levodropropizine5,levopront levodropropizine5,levopront levodropropizine5,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\9ec1994bafc3.jpg,Levozin,levozin,levozin,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\fb16c88ecbbe.jpg,Lihasrelaksantteja,lihasrelaksantteja,lihasrelaksantteja,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7b1f2807703d.jpg,Liquigen edit,liquigen edit,liquigen edit,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2eb670f91052.jpg,Liquigen,liquigen,liquigen,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0958d6af5c10.jpg,LOPRA,lopra,lopra,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d1f3f2d8bfd2.jpg,Lorazepam Orion,lorazepam orion,lorazepam orion,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\195dfd68a7a6.png,LorenzoOil,lorenzooil,lorenzooil,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\af44c19f2dcd.jpg,Losartan potassium1,losartan potassium1,losartan potassium1,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d85cc1dafea9.jpg,Loxapine,loxapine,loxapine,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\49485dddfcf2.jpg,Lutefix Pro,lutefix pro,lutefix pro,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\fcc66ac1e4f7.jpg,Lyrica 300mg Australia,lyrica 300mg australia,lyrica 300mg australia,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\330190b00f3e.jpg,Maaloxx New package,maaloxx new package,maaloxx new package,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\50cb5a163807.jpg,Maaloxx Old Package,maaloxx old package,maaloxx old package,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\fd0479b75c61.jpg,Malarone,malarone,malarone,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\534a5ce2fc21.jpg,Marcoumar package Austria,marcoumar package austria,marcoumar package austria,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\778b1dba208f.jpg,Marzine,marzine,marzine,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8779cf69ec96.jpg,Masc,masc,masc,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\81902e5d79f5.jpg,Masztika Chios Masticha Tere,masztika chios masticha tere,masztika chios masticha tere,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\3c4144448f9c.jpg,Maxiquine,maxiquine,maxiquine,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\33681d40e6c4.jpg,Mebendazole liquid,mebendazole liquid,mebendazole liquid,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8b3ecf497f5c.jpg,Mebendazole tablets in UK,mebendazole tablets in uk,mebendazole tablets in uk,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\fc1c56d2860f.jpg,Mebendazole tablets,mebendazole tablets,mebendazole tablets,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\1edae584a7e0.jpg,Mebeverine Chlorhydrate LP BEKER 200mg,mebeverine chlorhydrate lp beker 200mg,mebeverine chlorhydrate lp beker 200mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\9aafb5fa4c15.jpg,Mediator-1981-1,mediator,mediator,True,val,True,12
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a22a3353b532.jpg,Mediator-1981-2,mediator,mediator,True,train,True,12
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\961cb0e74ae8.jpg,Mediator-1981-3,mediator,mediator,True,train,False,12
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\bdb2985a3ba4.jpg,Medicamento contra las Cuartanas,medicamento contra las cuartanas,medicamento contra las cuartanas,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\3195f2ec5c39.jpg,Medicamentos - PUC,medicamentos puc,medicamentos puc,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\1ac25f0783d2.png,Medicamentos,medicamentos,medicamentos,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4279b25680e0.jpg,Medicationlevodopa,medicationlevodopa,medicationlevodopa,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d8fe047159a0.jpg,Mediciner (Small),mediciner small,mediciner small,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6112d9fb98ed.jpg,Medicines for nutrition (13920566665),medicines for nutrition,medicines for nutrition,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\30ecd07394b3.jpg,Medikamentenverpackung mit PZN,medikamentenverpackung mit pzn,medikamentenverpackung mit pzn,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2d1b4d90e900.jpg,Medpride Hydrocortisone Cream1,medpride hydrocortisone cream1,medpride hydrocortisone cream1,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7ec822b0e11c.jpg,"Medrol, 32 mG methylprednisolone tablets by Pfizer which are made in Romania",medrol mg methylprednisolone tablets by pfizer which are,medrol mg methylprednisolone tablets by pfizer which are,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a67ec6315eed.jpg,Meitar Collection (997008136729205171),meitar collection,meitar collection,True,train,True,13
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a1c240a1d1f2.jpg,Meitar Collection (997008136729305171),meitar collection,meitar collection,True,val,True,13
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\68ad209ed7d7.jpg,Mercromina Bottle,mercromina bottle,mercromina bottle,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\dd0a9cd5e649.jpg,Mercromina package,mercromina package,mercromina package,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\7955ed7be047.jpg,Methotrexat Ebewe 10 mg tbl,methotrexat ebewe mg tbl,methotrexat ebewe mg tbl,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0b7e0e597338.jpg,Methylphenidat generics germany,methylphenidat generics germany,methylphenidat generics germany,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5cef94f19be4.jpg,Methylphenidat medikinet,methylphenidat medikinet,methylphenidat medikinet,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0a0ae0f42a19.jpg,Methylprednisolone vial,methylprednisolone vial,methylprednisolone vial,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\192d4b15139c.jpg,Metronidazole,metronidazole,metronidazole,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\77106ebadd2f.jpg,Microgen Intestibacteriophage,microgen intestibacteriophage,microgen intestibacteriophage,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6f14706d644f.jpg,Miles Nervine Effervescent Tablets,miles nervine effervescent tablets,miles nervine effervescent tablets,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\1112b628e9e0.png,Milgamma inject,milgamma inject,milgamma inject,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\58376a70f159.jpg,Milurit 300 mg tbl,milurit mg tbl,milurit mg tbl,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5e0d5c0c789e.jpg,Mirtazapine,mirtazapine,mirtazapine,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8db7c385912f.jpg,Mirtazepine,mirtazepine,mirtazepine,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\670c31d30329.jpg,Momate,momate,momate,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ff4819529d32.jpg,Morphin 1% 1 ml amp,morphin ml amp,morphin ml amp,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\35c75f63c1b5.jpg,Motiron Ritalin 1,motiron ritalin,motiron ritalin,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0ab71ccf6a51.jpg,Myozyme,myozyme,myozyme,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\702be130d4c1.jpg,Naldebain pack shots,naldebain pack shots,naldebain pack shots,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\75b4d0e6b9c6.jpg,Naltrexone Hydrochloride,naltrexone hydrochloride,naltrexone hydrochloride,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f9a0d2c01f6d.jpg,NEO-K (Potassium Supplement),neo-k potassium supplement,neo k potassium supplement,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\57737f1a8b9c.jpg,Nesina Sales In China,nesina sales in china,nesina sales in china,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\c8fa7e395944.jpg,Neuleptil 125ml,neuleptil 125ml,neuleptil 125ml,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\e5ef99987fe0.jpg,NFA.19823,nfa,nfa,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8321d14bc97d.jpg,Nizoral,nizoral,nizoral,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\22bb3bc529a1.jpg,Norvasc Amlodipine,norvasc amlodipine,norvasc amlodipine,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a2ad0f0a3b42.jpg,NTM 16723 nyegaard & co globoid machine oslo 1938 IMG 0914,ntm nyegaard co globoid machine oslo,ntm nyegaard co globoid machine oslo,True,val,True,14
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2d2c67feff56.jpg,NTM 16723 nyegaard & co globoid machine oslo 1938 IMG 0915,ntm nyegaard co globoid machine oslo,ntm nyegaard co globoid machine oslo,True,train,True,14
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ddd0e83a89d3.jpg,Nycomed Globoid machine 1937 IMG 7499,nycomed globoid machine,nycomed globoid machine,True,train,True,15
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\b8cd1930932b.jpg,Nycomed Globoid machine 1937 IMG 7500,nycomed globoid machine,nycomed globoid machine,True,val,True,15
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0ace2b9f7f5d.jpg,Nycomed Globoid machine 1937 IMG 7501,nycomed globoid machine,nycomed globoid machine,True,train,True,15
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\723576180ecd.jpg,Nycomed Globoid machine 1937 IMG 7502,nycomed globoid machine,nycomed globoid machine,True,train,True,15
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f785c0b29c49.jpg,Nycomed Globoid machine 1937 IMG 7503,nycomed globoid machine,nycomed globoid machine,True,train,True,15
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8edb868d32d9.jpg,Obat Balsem Geliga,obat balsem geliga,obat balsem geliga,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ee16945c931f.jpg,Obat Batuk Dan Flu Sirup OBH Combi,obat batuk dan flu sirup obh combi,obat batuk dan flu sirup obh combi,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\10db27243c24.jpg,Obat Batuk Dan Flu Sirup Siladex,obat batuk dan flu sirup siladex,obat batuk dan flu sirup siladex,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5830bbdd81b4.jpg,Obat Gosok Cap Kapak,obat gosok cap kapak,obat gosok cap kapak,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\46eb989614f5.jpg,Obat Minyak Angin Cap Kapak 2,obat minyak angin cap kapak,obat minyak angin cap kapak,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\aec37a8d05a3.jpg,Ocsaar Ocsaar Plus,ocsaar ocsaar plus,ocsaar ocsaar plus,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\9e93198c45ab.jpg,Old bottle of Mentholatum,old bottle of mentholatum,old bottle of mentholatum,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4c31f412ac3b.jpg,Olumiant medication 4mg Canada,olumiant medication 4mg canada,olumiant medication 4mg canada,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2931ba405874.jpg,"One of two cartons of slimming pills, by Savory and Moore Lt Wellcome L0059080",one of two cartons of slimming pills by,one of two cartons of slimming pills by,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ae147eb47f26.jpg,Orbax,orbax,orbax,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\377cb3998e3b.jpg,Ortanol 20 mg cps,ortanol mg cps,ortanol mg cps,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a3dccfb7a341.jpg,"Orzepam Lorazepam 2,5mg",orzepam lorazepam 5mg,orzepam lorazepam 5mg,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0429f0ddc0f4.jpg,Oseltamivir,oseltamivir,oseltamivir,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\155efe74f8e7.jpg,Ospen,ospen,ospen,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\80771bf8ea11.jpg,Ota medicinal powder for the stomach,ota medicinal powder for the stomach,ota medicinal powder for the stomach,False,excluded,False,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\eb33d4ff7d24.jpg,OTC drugs,otc drugs,otc drugs,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f69a281b9572.jpg,Oxomémazine Mylan 0.33mg par ml,oxomemazine mylan 0.33mg par ml,oxomemazine mylan 0 33mg par ml,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0181602662fe.jpg,Package Dihydrocodeine Mundipharma 60 mg,package dihydrocodeine mundipharma mg,package dihydrocodeine mundipharma mg,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\216c75692fa8.jpg,Package Enbrel by Pfizer with PZN and Epedigree-6410,package enbrel by pfizer with pzn and epedigree-6410,package enbrel by pfizer with pzn and epedigree 6410,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5b31572c891a.jpg,Package tracking barcode scanner,package tracking barcode scanner,package tracking barcode scanner,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ac4032b7311a.jpg,Packaging for Marzine anti-nausea drug Wellcome L0037305,packaging for marzine anti-nausea drug wellcome l0037305,packaging for marzine anti nausea drug wellcome l0037305,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\08407f64ccb0.jpg,Packaging of Mildronate,packaging of mildronate,packaging of mildronate,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\aa9860a063ef.jpg,PackshottSportVisOK,packshottsportvisok,packshottsportvisok,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\5340aa1ba171.jpg,Pain Relievers at Kroger,pain relievers at kroger,pain relievers at kroger,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0f296fe286c4.jpg,Paklitaxel,paklitaxel,paklitaxel,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\2d05bee7c200.jpg,Palexia IR 50mg (Australia),palexia ir 50mg australia,palexia ir 50mg australia,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\402e448efd7a.jpg,Palmnturn,palmnturn,palmnturn,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d6f05c0e5239.jpg,Panaritium RH (13),panaritium rh,panaritium rh,False,excluded,True,
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\bdfa1cb3c947.jpg,Paolo Monti - Servizio fotografico - BEIC 6343221,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,val,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\9dd9671820f2.jpg,Paolo Monti - Servizio fotografico - BEIC 6343222,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\e43378aeecd9.jpg,Paolo Monti - Servizio fotografico - BEIC 6343223,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,False,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4b2b6b0a915e.jpg,Paolo Monti - Servizio fotografico - BEIC 6343225,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a2f367c51717.jpg,Paolo Monti - Servizio fotografico - BEIC 6343226,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\586ff0d517f8.jpg,Paolo Monti - Servizio fotografico - BEIC 6343227,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\14e88ba98fe5.jpg,Paolo Monti - Servizio fotografico - BEIC 6343228,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,val,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\9a9a69865094.jpg,Paolo Monti - Servizio fotografico - BEIC 6343229,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,val,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\4e7118b24aa8.jpg,Paolo Monti - Servizio fotografico - BEIC 6343230,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\ce3bde3bd9a4.jpg,Paolo Monti - Servizio fotografico - BEIC 6343231,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\6995f3e5f385.jpg,Paolo Monti - Servizio fotografico - BEIC 6343232,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\bb7c8d878ff2.jpg,Paolo Monti - Servizio fotografico - BEIC 6343233,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\52c9fa55d260.jpg,Paolo Monti - Servizio fotografico - BEIC 6343234,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\f6f974aa446e.jpg,Paolo Monti - Servizio fotografico - BEIC 6343235,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8061ed538655.jpg,Paolo Monti - Servizio fotografico - BEIC 6343236,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a166799f6560.jpg,Paolo Monti - Servizio fotografico - BEIC 6347060,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,val,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a830a48e5b69.jpg,Paolo Monti - Servizio fotografico - BEIC 6355525,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\38f3a32cd705.jpg,Paolo Monti - Servizio fotografico - BEIC 6355527,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\efa15095eda5.jpg,Paolo Monti - Servizio fotografico - BEIC 6355528,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\d448e1a852db.jpg,Paolo Monti - Servizio fotografico - BEIC 6355529,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\96d733982492.jpg,Paolo Monti - Servizio fotografico - BEIC 6355530,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\446eef845e27.jpg,Paolo Monti - Servizio fotografico - BEIC 6355531,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\b8a68f3a3958.jpg,Paolo Monti - Servizio fotografico - BEIC 6355532,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,val,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\a1e4227934f1.jpg,Paolo Monti - Servizio fotografico - BEIC 6355533,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\30c08d638a72.jpg,Paolo Monti - Servizio fotografico - BEIC 6355534,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\70ad1e2e25b1.jpg,Paolo Monti - Servizio fotografico - BEIC 6355535,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\8e736d2c881f.jpg,Paolo Monti - Servizio fotografico - BEIC 6355536,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,val,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\0939dfb68a00.jpg,Paolo Monti - Servizio fotografico - BEIC 6355537,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\bbec27b6c6fc.jpg,Paolo Monti - Servizio fotografico - BEIC 6355538,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
C:\Users\Eng-Azhar\OneDrive\Desktop\DL_IM_Project\yemen_drug_database\images\b5613beceba4.jpg,Paolo Monti - Servizio fotografico - BEIC 6355540,paolo monti servizio fotografico beic,paolo monti servizio fotografico beic,True,train,True,16
